-2.000000 -0.500000 0.499997 0.000060 
-1.990000 -0.500000 0.499895 0.000060 
-1.980000 -0.500000 0.500024 0.000060 
-1.970000 -0.500000 0.499971 0.000060 
-1.960000 -0.500000 0.500085 0.000060 
-1.950000 -0.500000 0.500079 0.000060 
-1.940000 -0.500000 0.499980 0.000060 
-1.930000 -0.500000 0.500003 0.000060 
-1.920000 -0.500000 0.500081 0.000060 
-1.910000 -0.500000 0.500020 0.000060 
-1.900000 -0.500000 0.499981 0.000060 
-1.890000 -0.500000 0.499956 0.000060 
-1.880000 -0.500000 0.500110 0.000060 
-1.870000 -0.500000 0.499989 0.000060 
-1.860000 -0.500000 0.500023 0.000060 
-1.850000 -0.500000 0.500008 0.000060 
-1.840000 -0.500000 0.499986 0.000060 
-1.830000 -0.500000 0.500089 0.000059 
-1.820000 -0.500000 0.499993 0.000060 
-1.810000 -0.500000 0.500019 0.000060 
-1.800000 -0.500000 0.499895 0.000059 
-1.790000 -0.500000 0.499902 0.000060 
-1.780000 -0.500000 0.500029 0.000060 
-1.770000 -0.500000 0.500028 0.000060 
-1.760000 -0.500000 0.500131 0.000060 
-1.750000 -0.500000 0.500096 0.000060 
-1.740000 -0.500000 0.499980 0.000060 
-1.730000 -0.500000 0.500012 0.000060 
-1.720000 -0.500000 0.499860 0.000060 
-1.710000 -0.500000 0.499869 0.000060 
-1.700000 -0.500000 0.500058 0.000060 
-1.690000 -0.500000 0.499997 0.000060 
-1.680000 -0.500000 0.500032 0.000060 
-1.670000 -0.500000 0.500119 0.000060 
-1.660000 -0.500000 0.499941 0.000060 
-1.650000 -0.500000 0.500000 0.000060 
-1.640000 -0.500000 0.499930 0.000060 
-1.630000 -0.500000 0.499919 0.000060 
-1.620000 -0.500000 0.500075 0.000060 
-1.610000 -0.500000 0.500028 0.000060 
-1.600000 -0.500000 0.499984 0.000060 
-1.590000 -0.500000 0.499989 0.000060 
-1.580000 -0.500000 0.500008 0.000060 
-1.570000 -0.500000 0.500064 0.000060 
-1.560000 -0.500000 0.500102 0.000060 
-1.550000 -0.500000 0.500039 0.000060 
-1.540000 -0.500000 0.500056 0.000060 
-1.530000 -0.500000 0.499953 0.000060 
-1.520000 -0.500000 0.499957 0.000060 
-1.510000 -0.500000 0.499878 0.000060 
-1.500000 -0.500000 0.500056 0.000060 
-1.490000 -0.500000 0.499967 0.000060 
-1.480000 -0.500000 0.499986 0.000060 
-1.470000 -0.500000 0.500020 0.000060 
-1.460000 -0.500000 0.499955 0.000060 
-1.450000 -0.500000 0.499930 0.000060 
-1.440000 -0.500000 0.499977 0.000060 
-1.430000 -0.500000 0.499995 0.000060 
-1.420000 -0.500000 0.499959 0.000060 
-1.410000 -0.500000 0.500018 0.000060 
-1.400000 -0.500000 0.500012 0.000060 
-1.390000 -0.500000 0.499882 0.000060 
-1.380000 -0.500000 0.499935 0.000060 
-1.370000 -0.500000 0.499925 0.000060 
-1.360000 -0.500000 0.499905 0.000060 
-1.350000 -0.500000 0.500008 0.000060 
-1.340000 -0.500000 0.500013 0.000060 
-1.330000 -0.500000 0.499964 0.000060 
-1.320000 -0.500000 0.499897 0.000060 
-1.310000 -0.500000 0.500031 0.000060 
-1.300000 -0.500000 0.499989 0.000060 
-1.290000 -0.500000 0.499966 0.000060 
-1.280000 -0.500000 0.499989 0.000060 
-1.270000 -0.500000 0.499940 0.000060 
-1.260000 -0.500000 0.500094 0.000060 
-1.250000 -0.500000 0.500048 0.000060 
-1.240000 -0.500000 0.500082 0.000060 
-1.230000 -0.500000 0.499951 0.000060 
-1.220000 -0.500000 0.499956 0.000060 
-1.210000 -0.500000 0.499890 0.000060 
-1.200000 -0.500000 0.500083 0.000060 
-1.190000 -0.500000 0.500069 0.000060 
-1.180000 -0.500000 0.500163 0.000060 
-1.170000 -0.500000 0.499977 0.000060 
-1.160000 -0.500000 0.500020 0.000060 
-1.150000 -0.500000 0.499844 0.000060 
-1.140000 -0.500000 0.499988 0.000060 
-1.130000 -0.500000 0.499995 0.000060 
-1.120000 -0.500000 0.499972 0.000060 
-1.110000 -0.500000 0.499905 0.000060 
-1.100000 -0.500000 0.499950 0.000060 
-1.090000 -0.500000 0.500017 0.000060 
-1.080000 -0.500000 0.500025 0.000060 
-1.070000 -0.500000 0.500071 0.000060 
-1.060000 -0.500000 0.499857 0.000060 
-1.050000 -0.500000 0.499988 0.000060 
-1.040000 -0.500000 0.500081 0.000060 
-1.030000 -0.500000 0.500048 0.000060 
-1.020000 -0.500000 0.500022 0.000060 
-1.010000 -0.500000 0.499963 0.000060 
-1.000000 -0.500000 0.500105 0.000060 
-0.990000 -0.500000 0.499959 0.000060 
-0.980000 -0.500000 0.500061 0.000060 
-0.970000 -0.500000 0.500040 0.000060 
-0.960000 -0.500000 0.500010 0.000060 
-0.950000 -0.500000 0.500040 0.000060 
-0.940000 -0.500000 0.500094 0.000060 
-0.930000 -0.500000 0.499943 0.000060 
-0.920000 -0.500000 0.500054 0.000060 
-0.910000 -0.500000 0.500056 0.000060 
-0.900000 -0.500000 0.500018 0.000060 
-0.890000 -0.500000 0.500031 0.000060 
-0.880000 -0.500000 0.500132 0.000060 
-0.870000 -0.500000 0.500007 0.000060 
-0.860000 -0.500000 0.499986 0.000060 
-0.850000 -0.500000 0.500047 0.000060 
-0.840000 -0.500000 0.499894 0.000060 
-0.830000 -0.500000 0.499919 0.000060 
-0.820000 -0.500000 0.499970 0.000060 
-0.810000 -0.500000 0.500166 0.000060 
-0.800000 -0.500000 0.499880 0.000060 
-0.790000 -0.500000 0.500076 0.000060 
-0.780000 -0.500000 0.500052 0.000060 
-0.770000 -0.500000 0.500003 0.000060 
-0.760000 -0.500000 0.499924 0.000060 
-0.750000 -0.500000 0.500069 0.000060 
-0.740000 -0.500000 0.500050 0.000060 
-0.730000 -0.500000 0.500089 0.000060 
-0.720000 -0.500000 0.499967 0.000060 
