0.00 0.00000 
0.01 0.00000 
0.02 0.00000 
0.03 0.00000 
0.04 0.00000 
0.05 0.00011 
0.06 0.00071 
0.07 0.00251 
0.08 0.18718 
0.09 0.40331 
0.10 0.44659 
0.11 0.51609 
0.12 0.50075 
0.13 0.48503 
0.14 0.49401 
0.15 0.50489 
0.16 0.49867 
0.17 0.49734 
0.18 0.49916 
0.19 0.49820 
0.20 0.50350 
0.21 0.50205 
0.22 0.49747 
0.23 0.49955 
0.24 0.50048 
0.25 0.50192 
0.26 0.50196 
0.27 0.49909 
0.28 0.49972 
0.29 0.50100 
