-1.000000 1.500000 0.316259 0.033154 0.000391  
-0.990000 1.500000 0.316233 0.033117 0.000388  
-0.980000 1.500000 0.316221 0.033105 0.000332  
-0.970000 1.500000 0.316233 0.033478 0.000304  
-0.960000 1.500000 0.316305 0.032799 0.000307  
-0.950000 1.500000 0.316299 0.033691 0.000330  
-0.940000 1.500000 0.316482 0.032658 0.000309  
-0.930000 1.500000 0.316403 0.033198 0.000363  
-0.920000 1.500000 0.316499 0.032957 0.000356  
-0.910000 1.500000 0.316504 0.033012 0.000321  
-0.900000 1.500000 0.316508 0.032850 0.000308  
-0.890000 1.500000 0.316531 0.032809 0.000449  
-0.880000 1.500000 0.316625 0.032980 0.000376  
-0.870000 1.500000 0.316669 0.033627 0.000381  
-0.860000 1.500000 0.316722 0.033232 0.000334  
-0.850000 1.500000 0.316708 0.033756 0.000310  
-0.840000 1.500000 0.316724 0.033028 0.000351  
-0.830000 1.500000 0.316878 0.033472 0.000299  
-0.820000 1.500000 0.316840 0.033355 0.000332  
-0.810000 1.500000 0.316951 0.033083 0.000363  
-0.800000 1.500000 0.316876 0.033558 0.000361  
-0.790000 1.500000 0.316943 0.032872 0.000341  
-0.780000 1.500000 0.317031 0.033184 0.000408  
-0.770000 1.500000 0.317057 0.033222 0.000364  
-0.760000 1.500000 0.317062 0.033473 0.000376  
-0.750000 1.500000 0.317193 0.033494 0.000367  
-0.740000 1.500000 0.317209 0.032994 0.000348  
-0.730000 1.500000 0.317216 0.033410 0.000400  
-0.720000 1.500000 0.317249 0.033419 0.000374  
-0.710000 1.500000 0.317249 0.033305 0.000313  
-0.700000 1.500000 0.317389 0.033238 0.000401  
-0.690000 1.500000 0.317447 0.033535 0.000329  
-0.680000 1.500000 0.317423 0.033139 0.000452  
-0.670000 1.500000 0.317472 0.033366 0.000340  
-0.660000 1.500000 0.317548 0.033610 0.000353  
-0.650000 1.500000 0.317536 0.033425 0.000343  
-0.640000 1.500000 0.317757 0.033136 0.000318  
-0.630000 1.500000 0.317675 0.033517 0.000385  
-0.620000 1.500000 0.317898 0.033353 0.000323  
-0.610000 1.500000 0.317863 0.033499 0.000330  
-0.600000 1.500000 0.317873 0.033438 0.000391  
-0.590000 1.500000 0.318049 0.033219 0.000350  
-0.580000 1.500000 0.317979 0.033441 0.000297  
-0.570000 1.500000 0.318141 0.033105 0.000335  
-0.560000 1.500000 0.318169 0.033063 0.000385  
-0.550000 1.500000 0.318227 0.033295 0.000393  
-0.540000 1.500000 0.318278 0.033115 0.000342  
-0.530000 1.500000 0.318372 0.033200 0.000343  
-0.520000 1.500000 0.318514 0.033257 0.000329  
-0.510000 1.500000 0.318542 0.033504 0.000369  
-0.500000 1.500000 0.318600 0.033408 0.000386  
-0.490000 1.500000 0.318829 0.033756 0.000271  
-0.480000 1.500000 0.318764 0.033285 0.000347  
-0.470000 1.500000 0.318971 0.033353 0.000369  
-0.460000 1.500000 0.318964 0.033816 0.000423  
-0.450000 1.500000 0.319118 0.033374 0.000374  
-0.440000 1.500000 0.319040 0.033530 0.000396  
-0.430000 1.500000 0.319293 0.032893 0.000340  
-0.420000 1.500000 0.319372 0.033380 0.000383  
-0.410000 1.500000 0.319550 0.033243 0.000322  
-0.400000 1.500000 0.319533 0.033863 0.000350  
-0.390000 1.500000 0.319713 0.033597 0.000321  
-0.380000 1.500000 0.319785 0.033481 0.000400  
-0.370000 1.500000 0.319896 0.034143 0.000374  
-0.360000 1.500000 0.320027 0.033494 0.000293  
-0.350000 1.500000 0.320206 0.033703 0.000353  
-0.340000 1.500000 0.320324 0.033563 0.000386  
-0.330000 1.500000 0.320518 0.033539 0.000287  
-0.320000 1.500000 0.320561 0.033537 0.000345  
-0.310000 1.500000 0.320715 0.033383 0.000356  
-0.300000 1.500000 0.320860 0.033784 0.000460  
-0.290000 1.500000 0.321124 0.033960 0.000337  
-0.280000 1.500000 0.321261 0.033847 0.000346  
-0.270000 1.500000 0.321479 0.034188 0.000401  
-0.260000 1.500000 0.321656 0.034073 0.000411  
-0.250000 1.500000 0.321884 0.033656 0.000375  
-0.240000 1.500000 0.321926 0.033739 0.000282  
-0.230000 1.500000 0.322299 0.033913 0.000354  
-0.220000 1.500000 0.322332 0.034389 0.000360  
-0.210000 1.500000 0.322756 0.033710 0.000399  
-0.200000 1.500000 0.322966 0.033931 0.000393  
-0.190000 1.500000 0.323309 0.034148 0.000368  
-0.180000 1.500000 0.323608 0.033811 0.000339  
-0.170000 1.500000 0.323961 0.033960 0.000431  
-0.160000 1.500000 0.324132 0.034180 0.000382  
-0.150000 1.500000 0.324639 0.033764 0.000384  
-0.140000 1.500000 0.324931 0.033503 0.000355  
-0.130000 1.500000 0.325412 0.034143 0.000336  
-0.120000 1.500000 0.325918 0.034239 0.000405  
-0.110000 1.500000 0.326452 0.034090 0.000378  
-0.100000 1.500000 0.326994 0.034244 0.000376  
-0.090000 1.500000 0.327587 0.033862 0.000359  
-0.080000 1.500000 0.328308 0.034415 0.000417  
-0.070000 1.500000 0.328917 0.034673 0.000338  
-0.060000 1.500000 0.329630 0.035049 0.000394  
-0.050000 1.500000 0.330695 0.034774 0.000349  
-0.040000 1.500000 0.331566 0.035119 0.000382  
-0.030000 1.500000 0.332573 0.034873 0.000375  
-0.020000 1.500000 0.333882 0.035278 0.000478  
-0.010000 1.500000 0.335018 0.035316 0.000363  
0.000000 1.500000 0.336518 0.035154 0.000376  
0.010000 1.500000 0.338012 0.035852 0.000397  
0.020000 1.500000 0.339748 0.035588 0.000428  
0.030000 1.500000 0.341637 0.036180 0.000487  
0.040000 1.500000 0.343720 0.036061 0.000478  
0.050000 1.500000 0.346004 0.036511 0.000525  
0.060000 1.500000 0.348473 0.035970 0.000442  
0.070000 1.500000 0.350975 0.037389 0.000466  
0.080000 1.500000 0.353789 0.037018 0.000512  
0.090000 1.500000 0.356888 0.037465 0.000552  
0.100000 1.500000 0.360084 0.037884 0.000575  
0.110000 1.500000 0.363962 0.038072 0.000589  
0.120000 1.500000 0.367866 0.038903 0.000631  
0.130000 1.500000 0.372415 0.039226 0.000754  
0.140000 1.500000 0.377099 0.039308 0.000717  
0.150000 1.500000 0.382701 0.040166 0.000971  
0.160000 1.500000 0.388555 0.040717 0.000918  
0.170000 1.500000 0.395738 0.041913 0.001070  
0.180000 1.500000 0.403903 0.041767 0.001273  
0.190000 1.500000 0.412232 0.042928 0.001330  
0.200000 1.500000 0.422896 0.044131 0.001573  
0.210000 1.500000 0.433878 0.045632 0.001966  
0.220000 1.500000 0.447748 0.045384 0.001877  
0.230000 1.500000 0.462678 0.047977 0.001928  
0.240000 1.500000 0.480093 0.046573 0.002631  
0.250000 1.500000 0.499546 0.050891 0.003039  
0.260000 1.500000 0.521354 0.050884 0.003961  
0.270000 1.500000 0.545039 0.049919 0.004755  
0.280000 1.500000 0.571599 0.053246 0.004270  
0.290000 1.500000 0.598092 0.049558 0.006642  
0.300000 1.500000 0.622943 0.052951 0.006432  
0.310000 1.500000 0.646373 0.048991 0.006845  
0.320000 1.500000 0.668521 0.047557 0.007542  
0.330000 1.500000 0.685165 0.045520 0.007380  
0.340000 1.500000 0.704144 0.045908 0.007344  
0.350000 1.500000 0.716448 0.043993 0.007096  
0.360000 1.500000 0.726964 0.036699 0.006245  
0.370000 1.500000 0.735854 0.040813 0.008048  
0.380000 1.500000 0.742912 0.033525 0.008198  
0.390000 1.500000 0.751477 0.033376 0.008892  
0.400000 1.500000 0.758033 0.035864 0.008067  
0.410000 1.500000 0.761619 0.030745 0.006442  
0.420000 1.500000 0.764222 0.028283 0.007234  
0.430000 1.500000 0.770531 0.027759 0.009112  
0.440000 1.500000 0.771696 0.028856 0.010470  
0.450000 1.500000 0.772351 0.028126 0.008302  
0.460000 1.500000 0.774911 0.025671 0.008140  
0.470000 1.500000 0.777003 0.025206 0.009764  
0.480000 1.500000 0.778552 0.028427 0.009158  
0.490000 1.500000 0.782468 0.019575 0.009307  
0.500000 1.500000 0.783506 0.024580 0.008063  
0.510000 1.500000 0.782838 0.020143 0.009580  
0.520000 1.500000 0.781054 0.032572 0.009124  
0.530000 1.500000 0.781459 0.024167 0.010998  
0.540000 1.500000 0.786939 0.035202 0.010607  
0.550000 1.500000 0.786493 0.023536 0.008921  
0.560000 1.500000 0.783548 0.018171 0.011979  
0.570000 1.500000 0.785449 0.034440 0.010152  
0.580000 1.500000 0.787670 0.020449 0.012708  
0.590000 1.500000 0.786680 0.026044 0.012421  
0.600000 1.500000 0.782115 0.031031 0.012090  
0.610000 1.500000 0.783352 0.022719 0.011669  
0.620000 1.500000 0.783525 0.024973 0.012331  
0.630000 1.500000 0.782716 0.023600 0.012333  
0.640000 1.500000 0.781203 0.024966 0.015362  
0.650000 1.500000 0.783660 0.024720 0.013598  
0.660000 1.500000 0.781373 0.018366 0.014658  
0.670000 1.500000 0.781490 0.020629 0.013930  
0.680000 1.500000 0.780818 0.025971 0.012239  
0.690000 1.500000 0.782775 0.015214 0.016948  
0.700000 1.500000 0.779008 0.018452 0.015592  
0.710000 1.500000 0.776627 0.019038 0.017747  
0.720000 1.500000 0.777100 0.019401 0.018503  
0.730000 1.500000 0.779301 0.013183 0.020341  
0.740000 1.500000 0.778256 0.024884 0.017880  
0.750000 1.500000 0.775635 0.019773 0.017762  
0.760000 1.500000 0.776359 0.014109 0.019155  
0.770000 1.500000 0.771155 0.023805 0.016780  
0.780000 1.500000 0.768071 0.020212 0.019245  
0.790000 1.500000 0.769026 0.016712 0.018925  
0.800000 1.500000 0.774198 0.014171 0.021949  
0.810000 1.500000 0.772186 0.020286 0.018721  
0.820000 1.500000 0.772088 0.013952 0.022126  
0.830000 1.500000 0.773025 0.018442 0.020968  
0.840000 1.500000 0.767169 0.012709 0.024691  
0.850000 1.500000 0.773559 0.025939 0.022335  
0.860000 1.500000 0.769201 0.012440 0.021858  
0.870000 1.500000 0.776601 0.014162 0.023793  
0.880000 1.500000 0.774348 0.014683 0.021247  
0.890000 1.500000 0.763436 0.016297 0.024470  
0.900000 1.500000 0.771619 0.012876 0.024056  
0.910000 1.500000 0.771391 0.012666 0.023054  
0.920000 1.500000 0.766916 0.013795 0.020713  
0.930000 1.500000 0.774685 0.011953 0.024702  
0.940000 1.500000 0.778029 0.021483 0.021536  
0.950000 1.500000 0.774679 0.015751 0.020600  
0.960000 1.500000 0.777812 0.013161 0.022045  
0.970000 1.500000 0.772523 0.017322 0.021753  
0.980000 1.500000 0.767081 0.024310 0.023908  
0.990000 1.500000 0.772256 0.013083 0.024801  
1.000000 1.500000 0.771489 0.013521 0.028455  
